Subject,Text
GridControl inside FlipView does not become focused,"Hi,<br><br /><br>My GridControl selection is getting corrupted once I'm putting it inside a FlipView.<br>In my attached sample project you'll find two GridControls:<br>- 1st one is located inside a FlipView and as you can see the Row SelectionMode is getting corrupted (Can't multi select rows by drugging down the scroller on the indicator column, plus that the highlighted rows are not colored in the correct color).<br>1 2nd one is a stand alone GridColumn which is working well.<br><br /><br>Thanks <br>"
Gridcontrol PDF export problem - Chinese symbols are displayed incorrectly,"<p>Hello, I'm&nbsp;having a problem trying&nbsp;to export the data from a gridcontrol to pdf.<br><br>the code simply like this:<br><br>gridControl2.ExportToPdf(path);<br><br>however, both data and column names are Chinese character s<br><br>the attachment is the screenshot of the pdf.<br><br>the data is correct, showing correct&nbsp;Chinese character s.<br><br>however, the column name is unreadable.<br><br>plz&nbsp;help!<br><br>thx<br><br>&nbsp; &nbsp;</p>"
GridControl raises an exception after regrouping,"Hello<br /><br />Since I installed Version v2014 vol 1.5, I get an exception when refreshing and regrouping a grouped GridControl. In earlier Versions the code works very well!<br /><br />Please see the attached example. Expand the columns, click in one row and click the Refresh-Button.<br /><br />Kind regards<br />Martina"
GridControl with dynamic columns in ServerMode,"Hello,<br><br>I'm using XtraGrid with simple ADO.NET connection.<br><br>My requirement is I need to fetch more than 500k of records from the database (where table and columns both will be dynamic )<br>+<br>once the records are fetched, I need add few more columns which will have some calculation of existing column.<br><br>I'm able to perform this thing, but I'm completely blank on how to implement this thing with server mode.<br><br>I'm not sure which server mode should I use.<br><br>Any help would be greatly appreciated.xx<br><br>Regards,<br>Mox Shah<br>"
GridControl: How to display an empty cell instead of '€ 0.00',"hello, thank you for the support you are fantastic.&nbsp;<br />I wanted to know if there was a way to format a column of zeros.&nbsp;For example: &euro; 0.00 -&gt; field blank<br /><br />I attach a picture"
GridControl: How to display an empty cell instead of '€ 0.00',"hello, thank you for the support you are fantastic.&nbsp;<br />I wanted to know if there was a way to format a column of zeros.&nbsp;For example: € 0.00 -&gt; field blank<br /><br />I attach a picture "
GridDesigner doesn't allow inserting a new column  to a visual position before a column if the column's VisibleIndex is set to 0 and there is a grouped column,"Hi,<br><br>There's a bug in XtraGrid Assistant Designer :<br>When you've got a column with groupIndex&gt;0<br><br>If you click on insert a column (dxGridBug.png)&nbsp; : the visible index is wrong cause it forget that there's a column with groupIndex .<br><br>See :<br>dxGridBug0.png : before insert column<br>dxGridBug1.png : before insert column<br>dxGridBug2.png : after insert column<br><br>Best Regards<br>"
GridListEditor - Make the CreateGridViewCore method return the GridView object,"<p>I need to make AdvBandedGridListEditor.<br />
And now I can&#39;t override method GridListEditor.CreateGridViewCore() because AdvBandedGridView doesn&#39;t derive from XafGridView.</p><p>GridListEditor.CreateGridViewCore() used just method GridListEditor.CreateGridView() which returned GridView object.</p><p><strong>Proposed Solution:</strong></p><p>Change return type for method GridListEditor.CreateGridViewCore() to GridView</p>"
Gridlookup - How to get selected values when the multiple selection mode is enabled,Hi<br><br>I have selected two values from a GridViewLookUp. I want to just get these selected value. How could i get these values.<br><br> 
GridLookup doesn't provide the CallbackError client side event,"Am wondering why this event exists for most ther extensions and not for the GridLookup. Also, what happens when an unhandled error occurs on the server.<br><br>Many thanks<br><br>Abdul<br> "
GridView -  Batch Editing - The IsValid method returns true for another row after manually deleting one row and its errors,"Hello dear Team,<br /><br />It seems that I've found a bug in batch editable grid. &nbsp;<br /><br />1. Add 2 new rows in batch editable grid<br />2. Let the rows to be invalid<br />3. Hit save changes<br />4. In controller action remove the modelState errors from the first row<br /><br />And that's it, now for the second row updateValues.IsValid function returns incorrect value(true).<br /><br />You can found the sample project and screencast. What do you think?<br /><br />"
GridView -  How to use FormatConditions.AddIconSet with a custom expression,"Hello,<br><br>I have the following columns in my grid: <br><br>1. Name<br>2. Target<br>3. January<br>4. February<br>...<br>14.December<br><br>And I want to apply conditional formatting with Icons , but for Icons I have no possibility to use a custom expression like for:&nbsp;<br> <code lang=""cs"">            settings.FormatConditions.AddHighlight(""February"", ""[January] &gt; [Target]"", GridConditionHighlightFormat.GreenFillWithDarkGreenText);
</code>Is it possible to apply conditional formating with Icons base on expression?&nbsp;<br><br>I want to apply this rules: <br><br><code lang=""cs"">if value&gt;=target =&gt;green icon
if value &gt;=0.9*target and value&lt;target =&gt;icon yellow;
if value&lt;0.9*target =&gt; icon red; </code><br><br><br>Can you please help me with a suggestion how can I apply such a conditional formatting with Icons. <br><br>Thank you.  "
GridView -  How to use FormatConditions.AddIconSet with a custom expression,"Hello,<br><br>I have the following columns in my grid: <br><br>1. Name<br>2. Target<br>3. January<br>4. February<br>...<br>14.December<br><br>And I want to apply conditional formatting with Icons , but for Icons I have no possibility to use a custom expression like for:&nbsp;<br> <code lang=""cs"">            settings.FormatConditions.AddHighlight(""January"", ""[January] &gt; [Target]"", GridConditionHighlightFormat.GreenFillWithDarkGreenText);</code>Is it possible to apply conditional formatting with Icons base on expression?&nbsp;<br><br>I want to apply this rules: <br><br><code lang=""cs"">if value&gt;=target =&gt;green icon
if value &gt;=0.9*target and value&lt;target =&gt;icon yellow;
if value&lt;0.9*target =&gt; icon red; </code><br><br><br>Can you please help me with a suggestion how can I apply such a conditional formatting with Icons. <br><br>Thank you."
GridView - A full dataset is always fetched when the paging operation is performed,"I have been looking at this Demo and using it to implement a Gridview.<br><a href=""https://demos.devexpress.com/MVCxGridViewDemos/PagingAndScrolling/Paging"">https://demos.devexpress.com/MVCxGridViewDemos/PagingAndScrolling/Paging</a>&nbsp;<br><br>The issue that I am trying to understand is that the data source is always pulling all records. Where is the paging happening? Is the entire record set being  sent to the browser every time? It appears so when I look at the page source.<br><br>If all the data is client side already why is another call to the controller happening? This is causing another hit to the database to get the full dataset as well as sending over the wire the entire page again.<br>I could see another call to the database if the entire dataset was being reduced before being sent client side, but all this is doing is putting strain on the database as well as causing client side data usage to be more than it should.<br><br>Is there a way to reduce the hits to the controller&nbsp;and have the paging happen client-side since it has the entire dataset already?<br>This will save performance hits to the web server, data server and the client data usage if they are on a data conscious plan."
GridView - A wrong number of records is displayed in EmbeddedNavigator when the last record is filtered out ,"Hi, I have attached a sample project. Please build/run it and do this:<br><br>1. Go to record 10.<br>2. Click ""Click me"". This changes the value in the data source item in a way that will remove the item from the active filter, since it no longer matches the criteria.<br>3. Observe as the grid adjusts to go back to the very first item.<br>4. The bug: Look in the embedded navigator. It still says ""Record 10 of 9"". Since the grid adjusts to go back to the first item, this text should also be adjusted accordingly: ""Record 1 of 9"". I assume this is a bug since this does not happen. "
GridView - Batch Edit - Changes are lost after filtering,"Hi,<br><br>Please refer the attached project and video, if you go to products grid as shown in video, and change the price in the price column&nbsp;and than filter the grid as shown, we lost all the changes made in price column. how can we retain the changes made on price column&nbsp;and also filter on grid.<br><br>Thanks "
GridView - Batch Edit - How to calculate values on the fly,"Hi ,<br><br>&nbsp; &nbsp;I have three text boxes in grid view   called Textbox1,Texbox2 and Textbox3.<br><br>if i enter some value in Textbox1 than i want to perform some calculations in ' Textbox2' and 'Textbox3' &nbsp;&nbsp;text boxes with in grid view with batch edit mode.<br><br>Ex:  If I enter 10 in textbox1&nbsp;&nbsp;than &nbsp;i want to display 15(10+5) in Textbox2 &nbsp;and in Textbox3 &nbsp;i want total &nbsp;Value i'e 25(10+15).<br><br>see the attached screenshot.<br><br>Thanks,<br>Madhav. "
GridView - Batch Edit - How to prevent or disable cell navigation when the Tab\Enter key is pressed,"Hello DevExpress<br><br><br>I use GridView with Batch Edit mode in my ASP.NET MVC application.&nbsp;<br>When I edit cell and press Tab\Enter key, the next cell starts editing. Is it possible to disable or Prevent Tab\Enter key on Grid?<br><br><br>Please help me on this.<br>"
GridView - Bind Value of Combo Box based on value of other column,"Hello,<br><br>I am using Batch Edit Functionality  and in my grid i have a combo box i want to bind value of that combo box based on value of other column value. I am sending screen shot so that that you can understand my problem."
GridView - change the background color of selected row,"Hi, <br /><br />I am trying to change the background color of the row of Grid&nbsp;when any of its value is updated.  I am using a template for grid. <br /><br />please share any code sample for this issue for grid using templeates. <br /><br />thanks. <br />Asim Saeed"
GridView - change the background color of updated row,"Hi, <br /><br />I am trying to change the background color of the row of Grid&nbsp;when any of its value is updated.  I am using a template for grid. <br /><br />please share any code sample for this issue for grid using templeates. <br /><br />thanks. <br />Asim Saeed"
GridView - ComboBox is not filled correctly in Batch Edit mode,"Hi,<br><br>&nbsp; We are currently working on a MVC GridView in batch edit mode in which we add a new Row using a button. &nbsp;We also want to put some default values in the row, so we set up some fields with the ""SetCellValue"" function. &nbsp;<br><br>&nbsp; We also modified our code to do custom filtering in order to have accent insensitive searches. &nbsp;<br><br>&nbsp; If we add a new row and set a default value/text in a combobox column on which we manage the filtering, when we try to edit this cell the displayed text in the combobox is not the text but rather the value directly. &nbsp;In our included example, if we click on the new row to edit its value, the displayed text is ""9"" instead of the usual display text.<br><br>&nbsp; This does not happen if we use the regular ""BindList"" method<br><br>&nbsp; We have included a sample project and a video in which we demonstrate the issue<br><br>&nbsp; Regards, "
GridView - Container Grid.GetRow returns null SetDataRowTemplateContent,"<p>I&#39;ve been using the DataGridView from MVC extensions, and hooking up the SetDataRowTemplateContent method to render a custom view of each row. I&#39;m binding the list to a collection of objects, and I&#39;d like to retrieve the actual object rather than going through the DataBinder.<br />
<br />
However, the method suggested for this scenario in another article always returns null.<br />
<br />
Code snippet:<br />
<code lang='cs'>settings.SetDataRowTemplateContent(
	container =&gt;
	{
		object o = container.Grid.GetRow(container.VisibleIndex); // ItemIndex doesn't work either
		// o is always null, but DataBinder expressions succeed
	}
);</code><br />
<br />
</p>"
"GridVIew - Edit Form with Combo Box - How to dynamically bind data source to Combo box, based on Key column value","Hi Team,<br><br><br>I am using the MVC Grid view to show Company details on a page, along with respective administrator user details. On edit mode, against each company - there will two combo-boxes to select primary and secondary admin users. I want to load only respective company users on these combo-boxes -on edit mode. Please could you advise me on this.<br> "
GridView - Export Detail Right Alignment,"Hi<br /><br />I am using Master Detail grid in MVC.<br />While Exporting grid to PDF I want to give right alignment for Detail grid.<br /><br />Now it is coming like this<br /><strong><br />-----Master Grid ------<br />&nbsp;--Detail Grid--</strong><br /><br />But I want to export like this,<br /><br /><strong>-----Master Grid ------<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;--Detail Grid--<br /><br />Is there any possibility to do like that? </strong><br /><br /><br /><br /><br />"
GridView - 'GetVisibleRowsOnPageCount' javascript method error on upgrading to new version 17.2 from 15.1.3,"I have MVCxGridView extension. On click of the double click in the grid view, Pop-up control with the Tab pages is opened. There are multiple tabs in this pop-up control.<br>When I click on Financial History tab, I am facing JavaScript error 'GetVisibleRowsOnPageCount' not found. Find the snap of this.<br><br>This error has started coming only after I upgraded my DevExpress version from 15.1.3 to 17.2. Can you help me out to resolve this issue.  <br>"
GridView - Header Filter not working in Date Column when using EntityServerModeSource with in memory List source,"Hi,<br><br><br>I'm trying to set up an MVC GridView using EntityServerModeSource. However, on columns that are of type date with the HeaderFilter enabled, when I try to filter data do not appear in the checklist that is open.<br> <br>Any suggestion?<br><br><br> Attached the test project.&nbsp;<br><br>"
GridView - HeaderFilter of the Date column is not filled with items when grid is bound using EntityServerModeSource,"Hi,<br><br><br>I'm trying to set up an MVC GridView using EntityServerModeSource. However, on columns that are of type date with the HeaderFilter enabled, when I try to filter data do not appear in the checklist that is open.<br> <br>Any suggestion?<br><br><br> Attached the test project.&nbsp;<br><br>"
GridView - Height and width set to 100% in Splitter with ScrollBars.Auto,"<p>I would like to render GridView with 100% Height &amp; 100% Width where will be Scroolbars set to Auto.<br />
<br />
I have vertical splitter with 3 panes: <br />
 - header - with fix height size 90px <br />
 - content - with height set to Unit.Percentage(100); -&gt; here I want render GridView <br />
 - footer - with fix height size 30px<br />
<br />
In content I&#39;m trying render ASPxGridVeiw with 100% height &amp; width. I spended a lot of time to set it but without success.<br />
In attachment you can see exaclty what I would like to have in file: GridView-as-I-need.PNG (in there I would like to have also 100% width to fix to whole window).<br />
<br />
GridView like I have right now is in file: GridView-bad.PNG and also GridView-Bad-with-DeveloperTools.PNG where your control set automaticly height  to 200px;<br />
<br />
Also is included whole Project.<br />
<br />
Thank you for help.</p>"
GridView - Hot to change Error Icon in a cell,"<br>As the below, how to replace the&nbsp;Cell Error Icon with another icon, such as information icon?<br><a href=""https://documentation.devexpress.com/HelpResource.ashx?help=WindowsForms&amp;document=img2549.jpg""><br><br><a href=""https://documentation.devexpress.com/HelpResource.ashx?help=WindowsForms&amp;document=img2549.jpg"">https://documentation.devexpress.com/HelpResource.ashx?help=WindowsForms&amp;document=img2549.jpg</a></a><br> "
GridView - How to access a cell editor for the unbound column,"Hi,<br><br>I have a grid with one bound and several unbound columns.<br><br>When inline-editing is started I want to focus on an unbound column yet there seems no way how to identify the editor.<br><br>Using the following JS code editor is always NULL as the columns fieldName is empty<br><code lang=""js""> function TestTypeProfileDefinitionGridOnEndCallback(s, e) {
        if (s.IsEditing()) {
            // debugger;
            var editor = s.GetEditor('@TestTypeProfileController.ValueField' + '0');
            editor.Focus();
        }
    }</code><br> Any ideas how I could focus on this column? It's always the second if that helps...<br><br>Thanks<br>Michael "
GridView - How to add a button to the edit form,"<br>I would like to add an extra button lets call the button as ""Test"" along side to Update and Cancel buttons while adding or updating a row in GridView.<br><br>I would appreciate if you could provide a demo code. <br><br>Please see the screenshot.<br><br>Regards, "
GridView - How to add a button to the edit form,"Hi team,<br><br>I would like to add an extra button lets call the button as ""Test"" along side to Update and Cancel buttons while adding or updating a row in GridView.<br><br>I would appreciate if you could provide a demo code. <br><br>Please see the screenshot.<br><br>Regards,"
GridView - How to add custom items to ContextMenu,"Hello DevExpress,<br><br>&nbsp;I am trying to add a context menu to a grid control, but seems that there is no build-in context menu for grid. Tried with a PopupMenu, it work at the very first. But, there is a problem with this solution, I have Ribbon on the Main View (XtraForm), depending on the menu item links, the tabbed view (XtraUserControl) will be dynamically loaded, all good till now, but for the PopupMenu scenario, it has a problem. The GridControl is defined in UserControl, but the PopupMenu needs a BarManager, which exists only on the Main View (XtraForm), in the GridView event&nbsp;PopupMenuShowing, i have no way to call the PopupMenu defined in the Main View to make it show up.&nbsp;<br><br>Do you guys have any workaround for this? or am I doing anything totally wrong?<br><br>this is an urgent case, if you have any work around, please provide me a small example.<br><br>Regards<br><br>Z. Wang "
GridView - How to add the current detail rows count on the right side of the '+' button,Goodmorning here in the netherlands.<br><br>My question is as follow: i want to count in a master detail grid the detail rows and show them in the master row next to the plus sign.<br>How can i accomplished that.<br><br>kind regards <br><br>marinus bijma<br>
GridView - How to bind a grid to an Entity Data Model,"im brand new to mvc web app and trying to use your mvc project template. Have a devx page control and in one tab a devx grid. Created an ado entity data model. want to use it to serve data to the grid, but how do i do that?&nbsp;<br><br>Also, I would like to send a filter string to the web server and have the server filter, then send back the result set if that's possible.&nbsp; And of course, I only want to refresh data for this grid, not the entire set of data."
GridView - How to bind a grid to an Entity Data Model,"im brand new to mvc web app and trying to use your mvc project template. Have a devx tab control and in one tab a devx grid. Created an ado entity data model. want to use it to serve data to the grid, but how do i do that?&nbsp;"
GridView - How to bind a grid to an Entity Data Model,"im brand new to mvc web app and trying to use your mvc project template. Have a devx tab control and in one tab a devx grid. Created an ado entity data model. want to use it to serve data to the grid, but how do i do that?&nbsp;<br><br>Also, I would like to send a filter string to the web server and have the server filter, then send back the result set if that's possible.&nbsp; And of course, I only want to refresh data for this grid, not the entire set of data."
GridView - How to catch the Find panel's Enter event,"<p>Hello,<br />
How to detect when the find panel text box got focus ? Is there any way to force the Gridview to raise an event when its findControl is clicked ?<br />
<br />
Thank you.<br />
Arnaud</p>"
GridView - How to change an in-place CheckEdit's state at a time,"Hello<br>I created 3 grids and columns with RepositoryItemCheckEdit<br><br><br>First grid without multiselect. When I click on the Check column, immediately checkbox is checked.<br><code lang=""cs"">gridView.OptionsSelection.MultiSelect = false;</code><br>Second grid with multiselect<br><code lang=""cs"">gridView.OptionsSelection.MultiSelect = true;
gridView.OptionsSelection.MultiSelectMode = GridMultiSelectMode.CellSelect;</code><br><br>I need to click 3 times on the cell to changes state checkbox<br><br><br>Third grid with multiselect<br><code lang=""cs"">gridView.OptionsSelection.MultiSelect = true;
gridView.OptionsSelection.MultiSelectMode = GridMultiSelectMode.CheckBoxRowSelect;</code><br><br>I need to click 2 times on the cell to changes state checkbox<br><br><br>How to make by 1 times click on cell with checkbox to changed states checbox<br>"
GridView - How to change column width,"Hi,<br><br>I have 2 GridViews on a view Side by side.<br><br>The first grid has&nbsp; 10 columns and the second one has only 3.<br>The second grid is taking 50% of the screen though it has only 3 columns.<br>I am unable to change the width of the columns for the second grid.<br><br>IS IT BECAUSE OF THE FILTERS??<br><br>I need to reduce the width of the columns on the second grid.<br><br>PLEASE ADVICE.<br><br>THANK YOU<br><br>DANIEL<br><br><br> "
GridView - How to create a command toolbar,"<p>Hi;</p>  <p>I want to add toolbar to the gridview as example in this link:<br><br><a href=""https://demos.devexpress.com/MVCxGridViewDemos/Customization/Toolbar"">https://demos.devexpress.com/MVCxGridViewDemos/Customization/Toolbar</a><br>&nbsp;<br>I have tried to do same thing but no success, the example is not clear. Do you have any project example  using the toolbar with gridview?<br>need something easy.</p>  <p>Thanks</p><br><br><br><br> "
GridView - How to create a toolbar,"<p>Hi;</p>  <p>I want to add toolbar to the gridview as example in this link:<br><br><a href=""https://demos.devexpress.com/MVCxGridViewDemos/Customization/Toolbar"">https://demos.devexpress.com/MVCxGridViewDemos/Customization/Toolbar</a><br>&nbsp;<br>I have tried to do same thing but no success, the example is not clear. Do you have any project example  using the toolbar with gridview?<br>need something easy.</p>  <p>Thanks</p><br><br><br><br> "
Gridview - How to create an editable three-level master-detail grid,Could you please explain how to create a Master / detail gridview that also has a sub gridview? for example Master Gridview / DetailGridview / Sub Gridview (a further Sub Detail gridview of the Detail view &nbsp;)<br /><br />Also how do I enable editing of the Detail views?<br /><br />Could you please assist me?
GridView - How to customize cell styles,I would like to add some sort of space at the end of each part number group in order to separate the groups. Is there a way to add some kind of separator&nbsp;that would span the grid horizontally? Maybe a line or even a blank space?<br><br>I have attached a screen shot of the GridView that shows a bold line at the end of the first group.<br><br> 
GridView - How to delete a master row by button placed in a detail row,"I want to put my delete button inside the detail row (see attached picture). &nbsp;From what I understand, I need to call the DeleteRow method of the grid.<br><br>So my button code would look like this:<br><br><code lang=""cs"">    @Html.DevExpress().Button(i =&gt;
    {
        i.Name = ""btnDelete"";
        i.Text = ""Delete Account"";
        i.ClientSideEvents.Click = ""rhAccountsGrid.DeleteRow()"";

    }).GetHtml()
</code><br> EXCEPT I'm missing the visible index. &nbsp;What I need to know is, how do I get the visible index from within the detail row? &nbsp;I'm creating my detail row off of an Html.Action like this:<br><br><code lang=""cs"">        settings.SetDetailRowTemplateContent(c =&gt;
        {
            @Html.RenderAction(""RoadHazardDetails"", ""Home"", new {accountID = DataBinder.Eval(c.DataItem, ""AccountID""), accountType = DataBinder.Eval(c.DataItem, ""AccountType"") });
        });
</code><br> Thanks in advance for any help/guidance."
GridView - How to disable editors in the Edit Form,"Hello,<br><br>I use gridcontrol for planning system. In grid control when I click then open inplace editor but I want to close some columns edit properties false. In attachment I add photo for explain our problem. I want to show 8 columns in place editor but I want 2 of them editable properties true. Thank you,<br><br>Best Regards,<br><br>SERDIN ÇELIK "
GridView - How to display only time parts in DateTime columns,"Hi,<br><br>&nbsp; &nbsp; &nbsp; How to Display Only Time Format<strong> (HH:mm:ss)</strong> for Date&nbsp; Columns of MVC Grid view .<br><br>&nbsp; For Example  <strong>01/23/2018 05:50:06</strong>&nbsp; here i want to Display only time i'e&nbsp;&nbsp;<strong>05:50:06</strong><br><br>see the attached screenshot.<br><br>Thanks,<br>Madhav.&nbsp;&nbsp;"
GridView - How to enable selection,Hello<br>Please let me know How we can use gridview with Checkbox using MVC gridview.I am attaching image in which gridview picture is given.Please Help me its Important. 
GridView - How to execute a custom command on click of a context menu item,"Do you have an example to be able to have a custom Right Click item and call the controller with the selected item?<br><br>Thanks,<br>Carmon<br>"
GridView - How to expand all groups when Custom Binding is used,"Hello,<br><br> In my project, I want to do a GridView and always group with the same column directly when the page is load.<br>The problem is, at first load, my GridView is not grouped. I have to do an action and after the grouping is ok.<br><br>I tried with your Demo  MVCxGridViewDemos.sln and the result is the same.<br>You can try to changing the file&nbsp;AdvancedCustomBindingPartial.cshtml&nbsp; in your&nbsp;MVCxGridViewDemos solution to test my problem.<br><br>In attachment, you can find&nbsp;AdvancedCustomBindingPartial.cshtml updated and two print screens.<br><br>Thanks for your help&nbsp;<br><br>Florence<br><br><br><br><br><br><br><br><br><br> "
GridVIew - How to expand detail row on master row double click,"Dear DevExpress Team,<br><br>I created a Master-Detail-GridView, that highly relies on your tutorial at&nbsp;<a href=""https://demos.devexpress.com/MVCxGridViewDemos/MasterDetail/MasterDetail"">https://demos.devexpress.com/MVCxGridViewDemos/MasterDetail/MasterDetail</a>.<br><br>My question now is: How can I achieve that the row expands when the row is double clicked?<br><br>Thanks in advance.<br><br>Kind regards,<br>Steffen Probst "
GridView - How to export the grid when an external button is clicked,Hi I have a gridview whose data is shown on clicking the submit button. Once it is available then we show the export button which can be used to excel export.<br><br>I want to know if there is quicker way to handle the excel export without using the options that is available at grid level instead bind the export of the grid to a devexpress button.<br><br>You can see the screenshot for more understanding.&nbsp;
GridView - How to filter dates only by month and day,"Hello Team,<br><br>I have a requirement and need suggestions from you.<br><br>I need to bind a grid though custom data binding method. I have a <strong>DateTime </strong>column <strong>DateOfBirth </strong>..  . I need to display user the birthday only ""21 Nov"", not year .. the user should be able to filter through date range and get the result ignoring the year ..&nbsp; please refer example in the attached image for detail.<br><br>Now I though that I can get the date as string in my query """" .. but by this way I am not able to perform date operations - filter by range, sorting etc. <br><br>Please tell me what should I do?<br><br>Thanks in advance. "
GridView - How to format Header Filter values,"Hello,<br><br>I would like to know how to format value in Header Filter popup as shown in attachment.<br><br>Thanks. "
GridView - How to get model field or a model object inside DataItemTemplate,"<p>[DevExpress Support Team: this thread was cloned from <a data-ticket=""Q521361"">Q521361: GridView - How to get a model item from list<models></a>]</p>
<br />I have the same problem. I need my model inside expression I pass to SetDataItemTemplateContent as it uses templates (UIHint) to render itself. And those Databinder.Eval breaks everything. And it looks like I need to duplicate my logic or create some mapper from WebDataRow to my model using Databinder.Ever or smth. And it gets me frustrated. Thanks!"
GridView - How to hide or customize the pager,How to disable paging on grid or change pager properties.&nbsp;<br>I saw example in demo for pager but was unable to create  ASPxGridViewPagerSettings object?
GridView - How to implement server-side paging and sorting,"<p><br />
&lt;ul class=&quot;h&quot;&gt;&lt;li&gt;<p>I remember reading that server side paging and sorting is not supported out of the box.<br />
<br />
 We are sending data via a web service and sending large amounts of data over the network, is not feasible.<br />
<br />
 Is there any way to implement server side sorting and paging? We would like to do the paging and sorting on the database.<br />
</p>&lt;/li&gt;&lt;/ul&gt;</p>"
GridView - How to implement vertical column headers,"<p>Hi, I am using custom draw column headers event to make my column headers vertical as I think this is the only way I can do this still? Would be great if you could support this feature officially with just a few properties to set. <br />
<br />
Using the sample code I have got it working like this but If I set word wrapping, line 2 is about the first line?! Also, I cant seem to see how to rotate it round the other way? Please see the attached screenshot which shows how it looks. I am trying to achieve what is shown in the screenshot in green, which I mocked up in paint.</p>"
GridView - How to initialize bootstrap time picker in the edit form template,"Dear Support,<br><br>I have a PopupEditForm from GridView that I would like user to enter information, one of the input field is a DateTime picker. The jQuery DateTime picker  within the PopupEditForm should shown a DIV layer for user to pick a timer, however it is not working. It seems like jQuery.js and Bootstrap.js are not invoked nor triggered at all.<br><br>Attached my source code&nbsp;in the ""Project"" forlder (in the attachment), and click on [+] sign in the GridView in Index.html (shown in red circle from the attached picture of page1.PNG) to see the PopupEditForm, then click on the ""clock"" icon (shown in red circle from the attached picture of page2.PNG ).<br><br>My questions are:-<br>1) What other method in GridView that I have to attached the jQuery datetime picker events into so the PopupEditForm will capture the javascript events?<br>2) Why the PopupEditForm do not render the jQuery dateime picker library?<br><br>I have only attached necessary files, as this is a big project.&nbsp;Let me know if you have any questions or if you would like me to attach more missing files.<br><br>Thanks,<br>PL"
GridView - How to optimize exporting and allow user to interact with the page when an export button is pressed,"Hi,<br><br>We are using approach suggested in the following ticket to export the data from MVC Grid to excel file.<br><a href=""https://www.devexpress.com/Support/Center/Question/Details/Q507423"">https://www.devexpress.com/Support/Center/Question/Details/Q507423</a><br><br>Recently, some of our customers reported issue that if the number of rows to export is greater than 1000 - then it is taking long time to export and user is blocked from doing any other work in the grid.<br><br>To solve this problem, we are thinking to implement report generation in a background thread &nbsp;- which will return when the report generation is complete to the user.<br><br>I have tried the following:<br><code lang=""cs"">report.CreateDocument(true);</code>But this is still blocking.<br><br>Please suggest us, how to implement export excel operation in a background thread.&nbsp;<br>Refer to the sample project given in Q507423.<br><br><br>Thanks,<br>Kiran "
Gridview - How to pass through all the rows,"Greetings.<br>I'm looking for a way to cycle through all the rows in a gridview and rescue the value of these according to a column.<br>The only thing I have is the following code, but not sure how to rescue the value of certain Column / Row.<br><br><br>I hope you can help me with this, in advance thank you very much.<br><br><code lang=""cs"">public void GrabaNomina(ASPxGridView gridNomina)
{
        string prueba = """";
        for (int i = 0; i &lt; gridNomina.VisibleColumns.Count; i++)
        {
               prueba = ?????
        }
}</code><br>"
GridView - How to populate editors based on a value of an external editor,"Hi<br><br>In my application which has two drop-down buttons on top and a  Html.DevExpress.GridView grid below drop-down...<br>When a value is selected in Study drop-box, the application populates detail in grid...<br>I want that when user clicks New button on grid to add new record, the application should populate the value selected in Study drop-down box and fire an event to get some data from server based on selected Study to populate two columns in newly created row...<br>Please see attached images where I have explained the requirement...<br>Could you please let me know how to achieve this? Thanks. "
"GridView - How to set custom error text instead of the ""Validation failed for one or more entities. See 'EntityValidationErrors' property for more details."" error",I am getting the error displayed <br /><br />Validation failed for one or more entities. See 'EntityValidationErrors' property for more details.<br /><br /><br />Is there a way of changing this default error or showing the specific error that is happening within&nbsp; the batch gridview?<br /><br /> 
"GridView - How to show a confirmation message on insert, update and delete","Hello Team,<br><br>I am using dev express asp.net mvc. I am facing issue with grid view. I want to show message to user on <strong>insert update delete operation.<br> </strong><br>I am using Jquery dialog&nbsp; to show message to user. I am not able to find from where i can call jquery dialog to show message to user.<br><br>My Jquery dialog working properly. i just want to call&nbsp; this on delete and update operation.<br><br>On Delete i want to call my Jquery dialog which will show message like ""Do you really want to delete the record ?"" <br>On Update : Record successfully updated.<br><br>Please suggest implementation for the same.<br><br>Thanks,<br>AD<br><br><br><br> "
"GridView - How to show a confirmation message on insert, update and delete","Hello Team,<br>I am using dev express asp.net mvc. I am facing issue with grid view. I want to show message to user on <strong>insert update delete operation.<br></strong>I am using Jquery dialog&nbsp; to show message to user. I am not able to find from where i can call jquery dialog to show message to user.<br>My Jquery dialog working properly. i just want to call&nbsp; this on delete and update operation.<br>On Delete i want to call my Jquery dialog which will show message like ""Do you really want to delete the record ?"" <br>On Update : Record successfully updated.<br><br>Please suggest implementation for the same.<br>Thanks,<br>AD"
GridView - How to show a custom ContextMenu,"Hello DevExpress,<br><br>&nbsp;I am trying to add a context menu to a grid control, but seems that there is no build-in context menu for grid. Tried with a PopupMenu, it work at the very first. But, there is a problem with this solution, I have Ribbon on the Main View (XtraForm), depending on the menu item links, the tabbed view (XtraUserControl) will be dynamically loaded, all good till now, but for the PopupMenu scenario, it has a problem. The GridControl is defined in UserControl, but the PopupMenu needs a BarManager, which exists only on the Main View (XtraForm), in the GridView event&nbsp;PopupMenuShowing, i have no way to call the PopupMenu defined in the Main View to make it show up.&nbsp;<br><br>Do you guys have any workaround for this? or am I doing anything totally wrong?<br><br>this is an urgent case, if you have any work around, please provide me a small example.<br><br>Regards<br><br>Z. Wang "
